ID,Name,variationId,behaviorJudgeId,ezStateBehaviorType_old,refType,pad2,refId,consumeSA,stamina,consumeDurability,category,heroPoint,pad1,
900000601,Gargoyle's Blackblade - [Ash of War] Corpse Wax Cutter - No FP - Slam,0,601,1,0,[0|0],303401701,0,25,0,12,0,[0|0]
900000655,Death Ritual Spear,0,655,1,1,[0|0],2325,0,25,0,12,0,[0|0]
900000660,Death Ritual Spear,0,660,1,1,[0|0],2330,0,0,0,12,0,[0|0]
900000700,Coded Sword - [Ash of War] Unblockable Blade - FP - Hit,0,700,1,0,[0|0],303400200,0,30,0,12,0,[0|0]
900000701,Coded Sword - [Ash of War] Unblockable Blade - No FP - Hit,0,701,1,0,[0|0],303400201,0,30,0,12,0,[0|0]
900000750,Sword of St. Trina,0,750,1,1,[0|0],2720,0,0,0,1,0,[0|0]
900000751,Sword of St. Trina,0,751,1,0,[0|0],300208910,0,40,0,12,0,[0|0]
900000752,Sword of St. Trina,0,752,1,0,[0|0],300208912,0,40,0,12,0,[0|0]
900000800,Golden Epitaph,0,800,1,0,[0|0],303401800,0,50,0,12,0,[0|0]
900000850,Golden Order Greatsword,0,850,1,1,[0|0],2005,0,30,0,12,0,[0|0]
900000855,Golden Order Greatsword,0,855,1,0,[0|0],300317905,0,13,0,12,0,[0|0]
900000856,Golden Order Greatsword,0,856,1,0,[0|0],300317906,0,17,0,12,0,[0|0]
900000860,Golden Order Greatsword,0,860,1,1,[0|0],2006,0,0,0,12,0,[0|0]
900000861,Golden Order Greatsword,0,861,1,1,[0|0],2007,0,0,0,12,0,[0|0]
900000862,Golden Order Greatsword,0,862,1,1,[0|0],2008,0,0,0,12,0,[0|0]
900000865,Golden Order Greatsword,0,865,1,0,[0|0],300317915,0,13,0,12,0,[0|0]
900000866,Golden Order Greatsword,0,866,1,0,[0|0],300317916,0,17,0,12,0,[0|0]
900000950,Glintstone Kris,0,950,1,1,[0|0],2590,0,20,0,12,0,[0|0]
900000951,Glintstone Kris,0,951,1,1,[0|0],2591,0,12,0,12,0,[0|0]
900000955,Glintstone Kris,0,955,1,0,[0|0],300107905,0,20,0,12,0,[0|0]
900000956,Glintstone Kris,0,956,1,0,[0|0],300107906,0,12,0,12,0,[0|0]
900000960,Glintstone Kris,0,960,1,0,[0|0],300107910,0,24,0,12,0,[0|0]
900000961,Glintstone Kris,0,961,1,0,[0|0],300107911,0,24,0,12,0,[0|0]
900000962,Glintstone Kris,0,962,1,0,[0|0],300107912,0,0,0,12,0,[0|0]
